,subject,label,body
8279,iphone,5,"Wanna watch the iPhone announcement... LIVE? With any iOS device (Safari Browser)... watch here, starting 10 AM PST: http://t.co/ty3GDrguxn"
8281,iphone,3,Tomorrow is the day when rumours about the new iPhone Day after is the day when rumours about the next IPhone will start. Waiting for that
8283,iphone,3,Color take on the head doodles from #WonderWoman Wednesday. From a while back -- only have the iPhone photo though: http://t.co/PfiuWzo1sP
8286,iphone,3,"My 9th Grade Art Teacher had her iPhone stolen from the classroom, someone took the SIM card out so she couldn't track it"
8289,iphone,5,I'm eligible for an upgrade next Monday. Hopefully the new iPhone drops next Friday so I can go straight to Verizon after work.
8290,iphone,5,Minutes aways for the unvieling of iphone6splus or is it going to be Iphone 7??????!?!?!?!? http://t.co/fRltFMjkCK
8294,iphone,3,"I turn 30 soon &amp; a friend went missing on a Tuesday nite, the other who has his iPhone doesn't know how to use it, &amp; I wasn't even there"
8295,iphone,3,"@ScreenWellcome  Ah, bizarrely I see it on my iPhone, but not on laptop with Safari, which only has 1st 3 tabs.  Weird."
8296,iphone,5,"If you're an iPhone user like myself, new phone and more to be revealed in the next 20 minutes! Watch it live here http://t.co/FzBHq5Xx9I"
8297,iphone,5,"I'm so excited to see the new iPhone release, even though it may be following a trend xD"
8300,ipod,3,Why would you waste a good iPod like this...idiots...IDIOTS https://t.co/A3C8sPg5Qc
8304,ipod,3,@lovinglevesque I will have it by tomorrow!! I'm on my iPod now haha. When you free
8306,ipod,3,Memorised the journey to Lucy's tomorrow in case my iPod and iPhone run out of charge on route haha
8308,ipod,3,I have the Moonlight Sonata 3rd movement in my iPod and I listen to it when I need to relax
8310,ipod,5,@markiplier I have faith that tonight I may win an iPod which would mean the world to me and I would treasure it qith my life
8317,ipod,3,h. i'm going to make a twitter to use on my ipod at school/work tomorrow bc this fucks up my notifs
8321,ipod,3,I may have to pull out my Oldskool iPod and just blast some Tupac from my TV this morning #RIP
8322,ipod,3,"Let you know what kind of day it's going to be--1st song up on my IPod is ""Do It Now"". By Mos Def/YB.  Leggo!"
8323,ipod,3,This is my lazy Saturday morning laying in bed on my iPod listening to @darrenstylesuk EDC it's one of his best sets http://t.co/yYuGbmY3YF
8326,ipod,5,Still head over heels in love with my (4th generation) iPod. Curated to the hilt. #ipod #Apple #oldtech #personalmediadevices
8327,ipod,3,"Rock(s) Rider - HD Edition *** PLEASE NOTE: Compatible with iPhone 4s, iPad 2, iPad mini, iPod touch (5th... http://t.co/IF3zv0F5eL"
8328,ipod,3,@nneoma_am my iPod is actually 6th generation . Google it out
8330,ipod,3,"When does the ipod touch 6th gen, come out?"
8331,ipod,3,My worst day was my mom finding my 8th Grade iPod. Reading the band names was like reading charges at a trial. An indictment of my bad taste
8336,ipod,3,"In my emotions today ab the boys break, turn on my 1D iPod folder and the 1st song was ""Back for You"". Is that a sign??"
8341,ipod,3,Megadeth - Into the Lungs of Hell / Set the World Afire - Vinyl https://t.co/KD5JrvZSYJ   Bike So Far dans mon Ipod en route pour Charlevoix
8343,ipod,3,"IPod Accessories: TsirTech 15 Piece iPod classic, Accessory Bundle compatible with iPod Classic 120GB and New 7th... http://t.co/1un2oROcmY"
8344,ipod,3,@CyrenNightsong I miss my kitty.. he used to chase the sun reflection of my ipod on the wall..
8347,ipod,3,"Finally gonna buy my own camera tomorrow ! I'm so excited, I'll be able to take pictures with something else than my old ipod."
8348,ipod,5,"If you found a set of headphones &amp; an iPod @flystl on Saturday by @Starbucks in Terminal C, please turn them in. Reward offered. #american"
8351,ipod,3,Apple A1136 80GB 5th Generation iPod with Video (iPod Only Black 5th Gen. READ!) http://t.co/WlsxnA9zYB http://t.co/P7O07yRPfr
8355,ipod,3,"@KANYESIVAN nice, smallzy retweeted me during the wild premier on thursday and i dropped my ipod whoops"
8363,ipod,3,"Can't believe I left my charger at Tia's. I have just under 50% until tomorrow, so in living on my IPod. You can only contact me via Twitter"
8365,ipod,5,I got a new ipod today! hooray! the 6th gen (gold) and ordered my case just now.My life is complete!
8368,ipod,3,tbt when i got my ipod stolen in 8th grade and i was only upset bc i thought whoever stole it was gonna leak the lesbian porn i had on it
8369,ipod,3,"if anyone tries to text/imessage me on my IPod, just letting you know that i can't reply till thursday"
8370,ipod,3,@fancyforce can you make happy wheels compatable with iPod 4th generation my game lags so much and you can see everything but the floor.
8373,ipod,3,"My 4s is out of data till the 10th and can't connect to wifi anymore, I have an iPod now"
8375,ipod,3,just synced saturday's live set on my ipod. time to pick up fragments of my memories together and cry on the train...
8376,ipod,3,"Radio Free Ted (my car iPod) plays the Moody Blues.   I tell it that no, it's Tuesday 11 am.  Afternoon is in another hour."
8378,ipod,3,yall i got my ipod taken in 3rd period because i forgot to turn my volume down and i got a notif about army selca day
8382,ipod,5,"Found an ancient ipod nano, I may have to keep it."
8385,ipod,3,@APPLEOFFIClAL will the iPod 6th generation have a rear camera for the 16gb version? Because the 5th gen didn't
8387,ipod,3,"Also, my fucking iPod got stolen at snipes &amp; the only thing I can't let go of is the music. Take the 1st gen iPod, just want my Jamz back"
8388,ipod,3,@alex32johnson idk I just wanted to make convo since my phone is kinda ruined because pool and I'm using like a 3rd generation iPod lol so
8389,ipod,3,@TayToOoCute miss you tay! I was just looking thru my ipod &amp; I have vids of you singing back in SAT prep lol
8390,ipod,3,@KnownAs_Diamond my ipod died . I'll text when i get a charger tomorrow . Unless you wanna text an android user
8394,ipod,3,"@AndKlingler I need that iPod that Noah left at your house, could you DM me when your mom or Kevin is home tomorrow so I can come get it?"
8395,ipod,3,"@iTech911 oh I said 6th generation of the iPod nano, no reply still"
8396,ipod,3,"@LandOfSteve haven't listened all morning, WED is an IPod day, besides don't want to hear about Astros choke job"
8397,ipod,3,"iPhone, iPad, or iPod touch, Mac with Safari, PC with Microsoft Edge on Windows 10 http://t.co/KbT0XSs0WC #AppleEvent"
8398,ipod,3,I may need to get TweetBot for my iPod just for the mute function.
8402,jay-z,5,Sitting at a curb staring at the White House Listening to jay-z.thats a fine Friday
8404,jay-z,3,"I'm crushed ""It's a hoax: Jay-Z and Beyonce aren't trying to buy rights to the Confederate flag http://t.co/S3HTrCvXDP via @PunditFact"""
8405,jay-z,3,Compare that to Jay-Z and Kanye tho in music years it hasn't been that long because he about to drop his 4th album https://t.co/UuOAoDwGQL
8408,jay-z,3,"Beyonce and Jay-Z spent $200,000 on Blue Ivy's 1st birthday party and I just paid for a bag of fucking Monster Munch with 5p coins"
8413,jay-z,3,Was hoping this would escalate to be something like Nas vs Jay-Z but Meek got KO'ed in the 2nd round lol
8416,jay-z,3,"Jay-Z may bail out of Tidal investment: Jay-Z has significantly funded the ambitious streaming platform, howev... http://t.co/BP2rl3JOWQ"
8420,jay-z,3,"1st it was ""Jay-Z's"" Tidal now it's Jay Z is trying to part ways with Tidal!! He need @DashDamon to help him with These Investments"
8425,jay-z,3,Update: Mom does not appreciate Jay-Z. We have now moved on to bumpin old school Taylor Swift. Nearing the 5th hour.
8426,jay-z,3,"My gym is playing PMQs on the screens and BBC 1Xtra over the speakers, so I get to imagine Osborne and Theresa May rapping along to Jay-Z."
8438,jay-z,3,Imagine if Ether had dropped in the social media age. We may not have the same respect we do for Jay-z today.
8443,jay-z,3,#Prince announced that he is releasing an album with Jay-Z that is coming out on September 7th.  It will be featured on #Tidal.
8444,jay-z,3,Prince confirmed that he and Jay-Z will release an album September 7. #PaisleyPark  #Minneapolis
8446,jay-z,3,Jay-Z - Imaginary Player   Go O's 3-1 Bottom Of the 8th. http://t.co/yyRSWbyLpb
8448,jay-z,3,1st Day of 7th Grade...even Jay-Z the wonder horse wanted to be involved. https://t.co/ymdZg8mA3u
8452,jay-z,5,Personally handing Jay-Z jerseys may be the highlight of my New York existence. First time I've been star struck.
8453,jay-z,3,From now on I'll try to be more sympathetic towards Freemasons like Jay-Z. When you come from nothing European culture may look like heaven.
8455,jay-z,5,#FridayFun! Jay-Z's got that Friday feeling - http://t.co/2uGbXgEASI  Have you?
8458,jay-z,3,"Enjoying how the Jay-Z vs. Abdel Halim Hafez lawsuit forces serious newspapers to put ""Big Pimpin'"" in headlines. http://t.co/WCBHI8g4ws"
8463,jay-z,3,Just to see a bitch that looks like Jay-Z? Got me fucked up on the 7th level of hell.
8465,jay-z,5,"Sept 11, 2001-  Good: Jay-Z drops the best rap album of the decade (The Blueprint)  Bad: World Trade Center gets destroyed   #MindBlown"
8467,jay-z,3,@BrittDTaylor the 2nd one makes me feel like I'm touring the home of a Jay-Z impersonator
8469,jay-z,3,"Nah, but Vol. 1 might be my 3rd favorite Jay-Z album but it has some shit tracks"
8473,jay-z,3,"What's stopping Jay-Z, Puffy, 50 Cent, Lil Wayne from doing the same if they haven't already? @TotalMusicSnobs  https://t.co/YMJLbArKU5"
8474,jay-z,3,Beyonce 33 &amp; Jay-z 45. im not even stressing nomore future bae probly in the 5th grade playing freeze tag
8477,jay-z,3,@mchlmdrg may album sya with Jay-Z baka Lift Off kakantahin nila with Bey.
8480,jay-z,5,I was certainly not expecting @JColeNC to bring @Drake and Jay-Z to the Ville.  I may have dropped a tear or two.  Greatest show ever!
8482,jay-z,3,"If Kanye became President, folk that wrote off the masonic/illuminati symbols in he and Jay-Z's music/vids as meaningless, may think again!"
8484,jay-z,3,"Today during 6th it was dead silent in the library &amp; all of a sudden my iPad started blasting Jay-Z's voice saying ""Motherfucker I got this"""
8485,jay-z,5,"Also the correct Top 5 is Eminem, Jay-Z, 2Pac, The Notorious B.I.G., and Ice Cube in that order with Big Pun as the 6th man"
8486,jay-z,3,Beyonce is 33 and jay-z is 45. So i ain't even stressing anymore. Bae is probably chilling in the 5th grade playing freeze tag.
8487,jay-z,5,Jay-Z sat in that Interview like a God showing that he was truly ahead of his time while the other niggas flirting with Foxy Brown
8488,jay-z,3,I knew Jay-z was getting old but I forgot about Eminem. He looks 30 something! https://t.co/fFCMZvL6l9
8492,jay-z,5,"@MsTosciMarie Not really and I'm a huge Jay-Z fan. But, when March 9th come around? Biggie all day everyday"
8493,jay-z,3,Did Def Jam have anything to do with Jay-Z meeting Just Blaze and 9th Wonder?
8497,jay-z,5,May the Lord give you Jay-Z and Beyonce's kinda love... No way that relationship is fake or for social media
8498,jay-z,5,The day Jay-z comes to S.A I'll be the 1st person to cue  at the computicket  I love that man
8499,jay-z,3,#NowPlaying December 4th by Jay-Z from the album: The Black Album
8504,jeb bush,3,"#Apology to Jeb Bush for John Dempsey for picking ""Boring"" as the 1st word he thinks of to describe him."
8505,jeb bush,3,"Why in the world is Jeb Bush embracing Eric Cantor?: The answer may be simple: ""Why not?"" http://t.co/4JqWU20DEG"
8510,jeb bush,3,new chris christie SuperPAC ad may be the most boring political ad ever produced. comparable to transforming cosmo kramer into jeb bush
8516,jeb bush,3,"Three top Jeb Bush fundraisers abruptly parted ways with his presidential campaign on Friday, amid internal personality conflicts and"
8517,jeb bush,3,"It's hard to make the case that Jeb Bush is still the likely nominee. He's currently 5th in IA and 3rd in NH. Winners have to, you know, win"
8522,jeb bush,3,"Jeb Bush, continuing to hit back against Donald Trump, took some not-so-subtle digs Wednesday at the GOP front-runner's decision to let a"
8523,jeb bush,3,"Will Ted Cruz, Jeb Bush, and all the top ten who swore to support the GOP primary winner.....do it.   Looks like they may end with TRUMP! HA"
8527,jeb bush,3,"Jeb Bush is the victim of the 1st ""Willie Horton"" ad this cycle, &amp; it's by Trump http://t.co/MnYDyO601L Ironically, his dad made the 1st one"
8528,jeb bush,3,PPP Poll in NH evidence the disaster not nominating Trump could be for @GOP. Trump as an Independent beats Jeb Bush for 2nd - 28% to 22%
8529,jeb bush,3,"Personality conflicts may have led to three top Jeb Bush fundraisers leaving the campaign, but they are still working with the former"
8532,jeb bush,3,"Get them to write about policy, Jeb Bush says, pointing to reporters, when asked about higher-ed plan. ""They may break out in a rash"""
8533,jeb bush,3,"I promise you that when you look at results on September 30 we'll be fine, Jeb Bush says of fundraising tumult"
8536,jeb bush,3,Martha to Jeb Bush: Do You Stand By the 'Act of Love' Statement? http://t.co/Ger8TxpNj2
8537,jeb bush,3,"From January: Jeb Bush, and Two Myths About Shifting to the Right - http://t.co/bZztBULQMj"
8538,jeb bush,3,"Trump aiming his sharpest tweets at Jeb Bush. But with Ben Carson surging in 2nd place, is Trump missing the target? @SaraMurray has more."
8541,jeb bush,3,Chicago (IL) Sun-Times: Jeb Bush gets personal with &amp;#039;germophobe&amp;#039; Donald Trump. More #Chicago #news - http://t.co/aIk1UkgJiO
8542,jeb bush,3,"Donald Trump on Tuesday hit back at Jeb Bush's accusation that the billionaire businessman is not a true conservative, amid an"
8545,jeb bush,3,"Iowa GOP poll results are here, in 3rd place Jeb Bush with 23%, in 2nd place Donald Trump with 34% and in 1st place is JOHN CENA"
8546,jeb bush,3,@dolan712 Jeb Bush in 7th place with 4%.. http://t.co/ebdxCcfyWR
8549,jeb bush,3,Tune-in to @GMA tomorrow. I'm sitting down with GOP presidential candidate Jeb Bush.
8550,jeb bush,3,@JebBush @HillaryClinton   http://t.co/6b4qRqeTYs  Jeb Bush says he has released all his emails from time as governor.
